DateTime,TempCor_F,Int_lmft2
2020-08-05T13:30:00Z,67.1039411603917,55
2020-08-05T13:40:00Z,67.17401187250427,48
2020-08-05T13:50:00Z,67.17401187250427,45
2020-08-05T14:00:00Z,67.17401187250427,53
2020-08-05T14:10:00Z,67.17401187250427,34
2020-08-05T14:20:00Z,67.17401187250427,30
2020-08-05T14:30:00Z,67.2540926863472,30
2020-08-05T14:40:00Z,67.2540926863472,27
2020-08-05T14:50:00Z,67.2540926863472,29
2020-08-05T15:00:00Z,67.2540926863472,27
2020-08-05T15:10:00Z,67.2540926863472,13
2020-08-05T15:20:00Z,67.2540926863472,30
2020-08-05T15:30:00Z,67.17401187250427,12
2020-08-05T15:40:00Z,67.2540926863472,9
2020-08-05T15:50:00Z,67.17401187250427,12
2020-08-05T16:00:00Z,67.17401187250427,11
2020-08-05T16:10:00Z,67.2540926863472,8
2020-08-05T16:20:00Z,67.2540926863472,7
2020-08-05T16:30:00Z,67.17401187250427,5
2020-08-05T16:40:00Z,67.2540926863472,12
2020-08-05T16:50:00Z,67.17401187250427,7
2020-08-05T17:00:00Z,67.1039411603917,14
2020-08-05T17:10:00Z,67.17401187250427,5
2020-08-05T17:20:00Z,67.2540926863472,3
2020-08-05T17:30:00Z,67.2540926863472,8
2020-08-05T17:40:00Z,67.17401187250427,4
2020-08-05T17:50:00Z,67.1039411603917,2
2020-08-05T18:00:00Z,67.17401187250427,2
2020-08-05T18:10:00Z,67.17401187250427,14
2020-08-05T18:20:00Z,67.17401187250427,22
2020-08-05T18:30:00Z,67.17401187250427,20
2020-08-05T18:40:00Z,67.1039411603917,10
2020-08-05T18:50:00Z,67.17401187250427,6
2020-08-05T19:00:00Z,67.02386034654876,4
2020-08-05T19:10:00Z,67.1039411603917,5
2020-08-05T19:20:00Z,67.02386034654876,7
2020-08-05T19:30:00Z,67.02386034654876,3
2020-08-05T19:40:00Z,66.94377953270583,2
2020-08-05T19:50:00Z,67.02386034654876,2
2020-08-05T20:00:00Z,66.94377953270583,2
2020-08-05T20:10:00Z,66.94377953270583,1
2020-08-05T20:20:00Z,66.94377953270583,1
2020-08-05T20:30:00Z,66.86369871886289,0
2020-08-05T20:40:00Z,66.94377953270583,0
2020-08-05T20:50:00Z,66.94377953270583,0
2020-08-05T21:00:00Z,66.86369871886289,0
2020-08-05T21:10:00Z,66.86369871886289,0
2020-08-05T21:20:00Z,66.79362800675032,0
2020-08-05T21:30:00Z,66.86369871886289,0
2020-08-05T21:40:00Z,66.79362800675032,0
2020-08-05T21:50:00Z,66.86369871886289,0
2020-08-05T22:00:00Z,66.86369871886289,0
2020-08-05T22:10:00Z,66.79362800675032,0
2020-08-05T22:20:00Z,66.79362800675032,0
2020-08-05T22:30:00Z,66.79362800675032,0
2020-08-05T22:40:00Z,66.71354719290738,0
2020-08-05T22:50:00Z,66.79362800675032,0
2020-08-05T23:00:00Z,66.79362800675032,0
