DateTime,TempCor_F,Int_lmft2
2020-08-05T13:30:00Z,79.30543735717008,89
2020-08-05T13:40:00Z,78.06229367025328,120
2020-08-05T13:50:00Z,77.7515077485241,75
2020-08-05T14:00:00Z,77.36051900828414,73
2020-08-05T14:10:00Z,78.7540429799086,79
2020-08-05T14:20:00Z,78.06229367025328,72
2020-08-05T14:30:00Z,77.83171056703486,91
2020-08-05T14:40:00Z,77.60112746381643,62
2020-08-05T14:50:00Z,77.29034154208723,76
2020-08-05T15:00:00Z,77.52092464530567,105
2020-08-05T15:10:00Z,77.29034154208723,44
2020-08-05T15:20:00Z,76.35798377689966,102
2020-08-05T15:30:00Z,75.35544854551516,52
2020-08-05T15:40:00Z,74.73387670205676,48
2020-08-05T15:50:00Z,74.50329359883833,49
2020-08-05T16:00:00Z,73.88172175537994,28
2020-08-05T16:10:00Z,73.26014991192154,24
2020-08-05T16:20:00Z,72.71878088697392,15
2020-08-05T16:30:00Z,72.17741186202629,16
2020-08-05T16:40:00Z,71.63604283707866,48
2020-08-05T16:50:00Z,71.5558400185679,32
2020-08-05T17:00:00Z,71.32525691534946,26
2020-08-05T17:10:00Z,70.8640907089126,13
2020-08-05T17:20:00Z,70.63350760569416,9
2020-08-05T17:30:00Z,70.01193576223578,11
2020-08-05T17:40:00Z,69.47056673728815,11
2020-08-05T17:50:00Z,69.31016110026663,8
2020-08-05T18:00:00Z,69.07957799704819,10
2020-08-05T18:10:00Z,67.84645966244526,46
2020-08-05T18:20:00Z,68.22742305037137,68
2020-08-05T18:30:00Z,68.61841179061133,53
2020-08-05T18:40:00Z,68.4580061535898,27
2020-08-05T18:50:00Z,68.30762586888214,20
2020-08-05T19:00:00Z,67.91663712864218,10
2020-08-05T19:10:00Z,67.60585120691299,12
2020-08-05T19:20:00Z,67.60585120691299,18
2020-08-05T19:30:00Z,67.60585120691299,8
2020-08-05T19:40:00Z,67.68605402542374,8
2020-08-05T19:50:00Z,67.84645966244526,6
2020-08-05T20:00:00Z,67.84645966244526,6
2020-08-05T20:10:00Z,67.91663712864218,3
2020-08-05T20:20:00Z,67.84645966244526,2
2020-08-05T20:30:00Z,67.68605402542374,1
2020-08-05T20:40:00Z,67.68605402542374,0
2020-08-05T20:50:00Z,67.60585120691299,0
2020-08-05T21:00:00Z,67.60585120691299,0
2020-08-05T21:10:00Z,67.53567374071606,0
2020-08-05T21:20:00Z,67.60585120691299,0
2020-08-05T21:30:00Z,67.53567374071606,0
2020-08-05T21:40:00Z,67.37526810369454,0
2020-08-05T21:50:00Z,67.53567374071606,0
2020-08-05T22:00:00Z,67.60585120691299,0
2020-08-05T22:10:00Z,67.53567374071606,0
2020-08-05T22:20:00Z,67.45547092220531,0
2020-08-05T22:30:00Z,67.30509063749764,0
2020-08-05T22:40:00Z,67.30509063749764,0
2020-08-05T22:50:00Z,67.22488781898687,0
2020-08-05T23:00:00Z,67.06448218196535,0
2020-08-05T23:10:00Z,66.99430471576844,0
2020-08-05T23:20:00Z,66.83389907874692,0
2020-08-05T23:30:00Z,66.76372161255,0
2020-08-05T23:40:00Z,66.76372161255,0
2020-08-05T23:50:00Z,66.68351879403924,0
2020-08-06T00:00:00Z,66.60331597552849,0
2020-08-06T00:10:00Z,66.68351879403924,0
2020-08-06T00:20:00Z,66.52311315701773,0
2020-08-06T00:30:00Z,66.68351879403924,0
2020-08-06T00:40:00Z,66.60331597552849,0
2020-08-06T00:50:00Z,66.60331597552849,0
2020-08-06T01:00:00Z,66.60331597552849,0
2020-08-06T01:10:00Z,66.68351879403924,0
2020-08-06T01:20:00Z,66.60331597552849,0
2020-08-06T01:30:00Z,66.60331597552849,0
2020-08-06T01:40:00Z,66.68351879403924,0
2020-08-06T01:50:00Z,66.60331597552849,0
2020-08-06T02:00:00Z,66.60331597552849,0
2020-08-06T02:10:00Z,66.76372161255,0
2020-08-06T02:20:00Z,66.68351879403924,0
2020-08-06T02:30:00Z,66.68351879403924,0
2020-08-06T02:40:00Z,66.52311315701773,0
2020-08-06T02:50:00Z,66.60331597552849,0
2020-08-06T03:00:00Z,66.45293569082081,0
2020-08-06T03:10:00Z,66.37273287231005,0
2020-08-06T03:20:00Z,66.29253005379928,0
2020-08-06T03:30:00Z,66.37273287231005,0
2020-08-06T03:40:00Z,66.21232723528853,0
2020-08-06T03:50:00Z,66.21232723528853,0
2020-08-06T04:00:00Z,66.21232723528853,0
2020-08-06T04:10:00Z,66.21232723528853,0
2020-08-06T04:20:00Z,66.21232723528853,0
2020-08-06T04:30:00Z,66.1421497690916,0
2020-08-06T04:40:00Z,66.1421497690916,0
2020-08-06T04:50:00Z,66.1421497690916,0
2020-08-06T05:00:00Z,66.1421497690916,0
2020-08-06T05:10:00Z,66.06194695058085,0
2020-08-06T05:20:00Z,66.1421497690916,0
2020-08-06T05:30:00Z,65.98174413207009,0
2020-08-06T05:40:00Z,65.91156666587318,0
2020-08-06T05:50:00Z,65.83136384736243,0
2020-08-06T06:00:00Z,65.6709582103409,0
2020-08-06T06:10:00Z,65.60078074414399,0
2020-08-06T06:20:00Z,65.52057792563323,0
2020-08-06T06:30:00Z,65.44037510712248,1
2020-08-06T06:40:00Z,65.52057792563323,1
2020-08-06T06:50:00Z,65.60078074414399,3
2020-08-06T07:00:00Z,65.60078074414399,3
2020-08-06T07:10:00Z,65.6709582103409,5
2020-08-06T07:20:00Z,65.6709582103409,7
2020-08-06T07:30:00Z,65.75116102885167,12
2020-08-06T07:40:00Z,65.91156666587318,11
2020-08-06T07:50:00Z,66.06194695058085,16
2020-08-06T08:00:00Z,66.1421497690916,14
2020-08-06T08:10:00Z,66.21232723528853,13
2020-08-06T08:20:00Z,66.37273287231005,15
2020-08-06T08:30:00Z,66.60331597552849,18
2020-08-06T08:40:00Z,66.76372161255,22
2020-08-06T08:50:00Z,66.99430471576844,27
2020-08-06T09:00:00Z,67.22488781898687,28
2020-08-06T09:10:00Z,67.45547092220531,38
2020-08-06T09:20:00Z,67.91663712864218,50
2020-08-06T09:30:00Z,68.22742305037137,23
2020-08-06T09:40:00Z,68.15724558417445,30
2020-08-06T09:50:00Z,68.4580061535898,57
2020-08-06T10:00:00Z,68.69861460912209,37
2020-08-06T10:10:00Z,68.768792075319,44
2020-08-06T10:20:00Z,69.23998363406972,42
2020-08-06T10:30:00Z,69.55076955579891,49
2020-08-06T10:40:00Z,70.01193576223578,48
2020-08-06T10:50:00Z,70.16231604694345,50
2020-08-06T11:00:00Z,70.63350760569416,56
2020-08-06T11:10:00Z,71.2450540968387,100
2020-08-06T11:20:00Z,71.8666259402971,91
2020-08-06T11:30:00Z,73.17994709341079,135
2020-08-06T11:40:00Z,73.80151893686917,557
2020-08-06T11:50:00Z,73.73134147067226,125
2020-08-06T12:00:00Z,74.3428879618168,142
2020-08-06T12:10:00Z,73.9619245738907,268
2020-08-06T12:20:00Z,73.88172175537994,140
2020-08-06T12:30:00Z,73.26014991192154,122
2020-08-06T12:40:00Z,73.80151893686917,205
2020-08-06T12:50:00Z,75.81661475195202,411
